time,WOB,WOB_0,WOB_SP,RPM,RPM_0,RPM_SP,ROP,T,MSE,dMSEdWOB,dMSEdRPM
[s],[kg],[kg],[kg],[rpm],[rpm],[rpm],[m/hr],[Nm],[MPa],[MPa/kg],[MPa/rpm]
184,8109.95117490221,8012.5,8212.5,61.4982085263374,60.0518882213215,62.0518882213215,12.034718338209,7202.02358774099,183.512618306771,-0.00171560183445337,-0.00138877889406008
185,8135.58838117666,8015,8215,61.6827684246654,60.062136089981,62.062136089981,12.1206931407467,7229.97163564949,183.470522672779,-0.00171563296362512,-0.00123934329742344
186,8155.44128588249,8017.5,8217.5,61.8092243131039,60.0723688650462,62.0723688650462,12.1842298070033,7251.61400673712,183.438180519715,-0.00171565828151722,-0.00116387532618123
187,8170.95596441187,8020,8220,61.8969391637514,60.0826001196862,62.0826001196862,12.2317976022351,7268.52712020909,183.413059635565,-0.00171566685191755,-0.00115627320013453
188,8183.2169733089,8022.5,8222.5,61.958826149063,60.0928419666922,62.0928419666922,12.2679787052426,7281.89329046931,183.393301791728,-0.00171565283052145,-0.00120923502995534
189,8193.03772998168,8025,8225,62.0034980882727,60.103105163826,62.103105163826,12.2960220363727,7292.59925332074,183.377536266266,-0.00171561355722986,-0.00131598566871784
190,8201.02829748626,8027.5,8227.5,62.0367004467905,60.1133993307002,62.1133993307002,12.318235249931,7301.31006061555,183.364747985765,-0.00171554821510714,-0.00147083437105188
191,8207.64622311469,8030,8230,62.062266741427,60.1237331770832,62.1237331770832,12.3362611596816,7308.52450124291,183.354183031711,-0.00171545697150896,-0.00166923191510056
192,8213.23466733602,8032.5,8232.5,62.0827555533124,60.1341147046086,62.1341147046086,12.3512723525246,7314.61666686969,183.345280209288,-0.00171534046165263,-0.00190763762707226
193,8218.05100050202,8035,8235,62.0998752704112,60.1445513715748,62.1445513715748,12.3641081810984,7319.86712624602,183.337621085021,-0.00171519949513873,-0.00218333483094445
194,8222.28825037651,8037.5,8237.5,62.1147673041324,60.155050221991,62.155050221991,12.3753712805187,7324.48630593451,183.330893279118,-0.00171503489993504,-0.00249425208127869
195,8226.09118778238,8040,8240,62.1281949434186,60.1656179840494,62.1656179840494,12.3854956791005,7328.63202585713,183.324863366257,-0.00171484744760182,-0.00283881029161478
196,8229.56839083679,8042.5,8242.5,62.1406692902955,60.1762611439724,62.1762611439724,12.3947949674127,7332.42265095535,183.319356796403,-0.00171463782456513,-0.00321579961509048
197,8232.80129312759,8045,8245,62.1525332415211,60.1869860006727,62.1869860006727,12.4034964508616,7335.94695493526,183.314242975727,-0.00171440662817639,-0.00362428350157281
198,8235.85096984569,8047.5,8247.5,62.1640174945717,60.1977987057452,62.1977987057452,12.411765432103,7339.27151807645,183.309424158237,-0.00171415437508534,-0.00406352536253595
199,8238.76322738427,8050,8250,62.1752778982962,60.208705292378,62.208705292378,12.4197225268113,7342.44627558859,183.304827161608,-0.00171388151483194,-0.00453293316389313
200,8241.5724205382,8052.5,8252.5,62.1864203629901,60.219711695949,62.219711695949,12.427456049077,7345.50867887894,183.30039718181,-0.00171358844477731,-0.00503201785518518
201,8244.30431540365,8055,8255,62.1975174739764,60.2308237684102,62.2308237684102,12.4350308974221,7348.48681650296,183.29609317063,-0.00171327552437269,-0.00556036230593393
202,8246.97823655274,8057.5,8257.5,62.208619572121,60.2420472880389,62.2420472880389,12.4424949495443,7351.40175487722,183.291884378838,-0.00171294308783913,-0.00611759814349572
203,8249.60867741456,8060,8260,62.2197621440937,60.2533879657385,62.2533879657385,12.4498836779577,7354.26929381416,183.287747769755,-0.00171259145492653,-0.00670338849796879
204,8252.20650806092,8062.5,8262.5,62.2309707513086,60.2648514487682,62.2648514487682,12.4572234911258,7357.10128317312,183.283666083316,-0.00171222093973818,-0.0073174151484536
205,8254.77988104569,8065,8265,62.2422643171285,60.2764433225569,62.2764433225569,12.4645341587219,7359.90661034859,183.279626386604,-0.00171183185776108,-0.00795936894339787
206,8257.33491078427,8067.5,8267.5,62.2536573189379,60.2881691110879,62.2881691110879,12.4718305767241,7362.69194088644,183.275618988389,-0.00171142453130918,-0.00862894265526988
207,8259.8761830882,8070,8270,62.2651612496546,60.3000342762171,62.3000342762171,12.4791240552398,7365.46227394608,183.271636626123,-0.00171099929360391,-0.00932582564586179
208,8262.40713731615,8072.5,8272.5,62.2767855918421,60.3120442161931,62.3120442161931,12.4864232603,7368.22135889706,183.267673856931,-0.00171055649170461,-0.0100496998800108
209,8264.93035298711,8075,8275,62.2885384666258,60.3242042635822,58.3242042635822,12.493734904084,7370.97200776655,183.263726601365,-0.00171009648848671,-0.0108002369452219
210,8267.44776474033,8077.5,8277.5,60.9670937322779,60.3364563879397,58.3364563879397,12.2335205694248,7373.71632957491,183.259791801588,-0.00170961966383664,-0.0112606217879474
211,8269.96082355525,8080,8280,60.0902146174985,60.3487605495842,58.3487605495842,12.0623290503546,7376.45590608743,183.255867165265,-0.00170912641520958,-0.011520808222048
212,8272.47061766644,8082.5,8282.5,59.5097299281937,60.3610889555903,58.3610889555903,11.9505132617604,7379.19192362807,183.251950973673,-0.00170861715767388,-0.0116420300307176
213,8274.97796324983,8085,8285,59.1268496039926,60.3734221987987,58.3734221987987,11.8782988208598,7381.92527193981,183.248041937914,-0.00170809232354599,-0.0116662160421213
214,8277.48347243737,8087.5,8287.5,58.8757071355946,60.3857466342324,58.3857466342324,11.8324963499724,7384.65661832986,183.244139091178,-0.00170755236170098,-0.0116221771682675
215,8279.98760432803,8090,8290,58.7123869684739,60.3980525833526,58.3980525833526,11.8043086035019,7387.38646327864,183.240241708012,-0.00170699773663078,-0.0115297456012995
216,8282.49070324602,8092.5,8292.5,58.6076088401001,60.4103330990602,58.4103330990602,11.7878678413058,7390.11518214648,183.236349243821,-0.00170642892730857,-0.0114025785378128
217,8284.99302743452,8095,8295,58.5418502597535,60.4225831137078,58.4225831137078,11.7792602719637,7392.84305645361,183.232461289542,-0.00170584642590949,-0.0112500732378812
218,8287.49477057589,8097.5,8297.5,58.5020945444049,60.4347988501536,58.4347988501536,11.7758753671881,7395.57029734021,183.228577537674,-0.00170525073642698,-0.0110786822290463
219,8289.99607793192,8100,8300,58.4796626463211,60.4469774140766,58.4469774140766,11.7759718617004,7398.29706316141,183.224697756822,-0.00170464237321953,-0.0108928196151561
220,8292.49705844894,8102.5,8302.5,58.4687675689063,60.459116511444,58.459116511444,11.7783882797188,7401.02347268355,183.220821772625,-0.00170402185951526,-0.0106954868370888
